annotation_example,case,author,doc_id,snippet
24,main,Hindawi_105,49741351,"وليس حديث المجالس إلا ما يقصون من كرامات العنز، وما شاهدوه من عجائب، وما رأوه من منامات، وما شفت من أمراض، وما أغنت من فقير، وما أولدت من عقيم.
وافتُتن الناس، وخشي بعض الحكام أن يذهب سلطانهم إلى العنز، فقد
"
24,snippet_diff_author_diff_corpus_dev_in,Gumar_796,00966,"ولفت لكفاح:تصبح على خير..
إبتسم كفاح:وإنتوا من أهله..
وتوجه الإثنان للغرفه علشان يناموا
وكفاح يناظرهم ببتسامه رن تلفونه إبتسم وتوجه للخارج فسالم ينتظره
فـ مملكه الشرسه
تقلب أكثر من مره فالأخير جلس وهو يتعوذ من إبليس من بعد كلام مراد
"
24,snippet_same_author_same_doc,Hindawi_105,49741351,"وأشاع الشيخ هذا الخبر في سائر الخدم، وأوصاهم بإذاعته، فانتشر في حي السيدة ومنه إلى أحياء القاهرة، ومنها إلى الريف، وصارت العنز حديث الكبار والصغار، والعامة والخاصة، وكل من مرض استشفع بالعنز، وكل من له حاجة نذر للعنز.
وأكمل الشيخ
"
24,snippet_diff_author_same_corpus_dev_out,Hindawi_37,19028174,"كان هذا الصوت ليس غريبًا بالنسبة لأذنيها، وعندما اقترب منها، عبر ضوء النار الشحيح استطاعت أن تتبيَّن رجلًا شابًّا له لحية كبيرة ووجه مبتسم مستدير، شهقت وهي تهتف: المسيح ابن مريم.
ابتسم وهو يقول لها بأدب كبير، بأنه من خُلق
"
24,snippet_same_author_diff_doc_dev_out,Hindawi_105,59616186,"وعجز علماء الجمال فاكتفوا بقولهم: جميل وقبيح، مع أن هناك آلافًا من درجات الجمال، وآلافًا من درجات القبح، بل إنك لا تستطيع أن تُنْزل إنسانين في منزلة واحدة من الجمال والقبح، فلما أعياهم الأمر قنعوا بقبيح وجميل، واكتفوا بالإجمال عن
"
24,snippet_diff_author_diff_corpus_dev_out,Gumar_20,00240,"راشد:ما قصدي كذا
عبد الرحمن:قصدك ما قصدك خلاص مالي خص بحياتك تبي تحضر العرس احضره ما تبي براحتك انت حر
راشد:آسف
عبد الرحمن:ماله داعي الاعتذار،، ياخي وش فيها لو خسرت اعز انسان عشان شخص باعك وباع مشاعرك بارخص الاثمان،، صدقني
"
24,snippet_same_author_diff_doc_dev_in,Hindawi_105,59615307,"أن أدبنا إلى الآن أدب أرستقراطي، وأعني بأرستقراطيته أنه يُكتب ويؤلف للطبقة المتعلمة وحدها، وهم عدد قليل بالنسبة للأمة، أما أكثر الشعب فلا يقرأ ولا يكتب، إن كان يقرأ ويكتب ففرقٌ كبير بين لغته في البيت والشارع وحياته العامة وحياته
"
24,snippet_diff_author_same_corpus_dev_in,Hindawi_60,38697285,"والكتاب الجديد فيه ملامح أسلوب همنجواي المميز، سواء من ناحية اللغة أو المحتوى؛ ففيه ذكرُ باريس التي يعشقها الكاتب، وحديث عن عزرا باوند، والبيسبول، والشراب، والتأمل في الحياة، وهو يحتوي على معلومات مثيرة تخلط الواقع بالخيال، فلا يدري القارئ ولا
"
22,main,Hindawi_94,18175075,"انصرف الحظ الأوفر من تعاليم عصور الانحلال إلى الجانب المادي من الحياة وإلى تنظيمه، وإلى اعتبار هذا التنظيم من قواعد الإيمان، فكيف نسير، وكيف نستحم، وكيف نأكل، وكيف نشرب، وكيف نلبس، وما اللباس الحلال وما اللباس الحرام، وكيف نعاشر أزواجنا،
"
22,snippet_diff_author_same_corpus_dev_in,Hindawi_41,40204702,"وقام المتنبي إلى داره ومعه عبد العزيز، وأشرق عليهما الصباح حتى شرعا في إنفاذ خطتهما في دقة وإحكام، وكان المتنبي في غضون هذه المدة يروح ويجيء مطرقًا حزينًا يتمتم بكلمات، ثم يخرج من كمه ورقة ويدوِّن فيها ما تفيض به
"
22,snippet_diff_author_diff_corpus_dev_in,Gumar_435,00521,"عبدالمجيد:ها كلكم ركبتوا
سالم:ايه يا يبه
الجوهره :يبه راح القى ندى بنت عمتي الجوهره هناك
عبدالمجيد:ايه يا بابا راح تلقينها هناك
عبير ركبت وهي شايله بنتها منيره عمرها 5 أشهر:يله حبيبي
عبدالمجيد بابتسامه:يله
حركوا سيارتهم ومشوا
&&&&&&&&&&&&&&&
في بيت أم
"
22,snippet_diff_author_diff_corpus_dev_out,Gumar_169,00492,"ياسمين/منهي!!!!
نواف/امه؟
ياسمين/لا
نواف/هي التقت بولدها وانتوا ماقلتوا لي ولاكلمته بالتلفون؟
ياسمين/لا....احنا لاشفناها ولاعمرنا سمعنا صوتها حتى....
نواف/ولا اذا طلع مع مشعل تكون التقت فيه..
ياسمين/مستحيل كان مشعل قال لنا....
تنهد نواف وسكت...
ياسمين بتردد/انت ماتبيه يشوف امه يانواف؟
نواف
"
22,snippet_same_author_diff_doc_dev_in,Hindawi_94,30272028,"ولا أحسبني أبالغ حين أذكر أن العبرة بما يصيب الغير كلمة لا مدلول لها في الواقع، فنحن لا نعتبر إلا بما يصيب ذاتنا.
كانت لي أخت طفلة لما تبلغ عامها الثاني، وكانت بادية الذكاء منذ طفولتها، وكان أبي مغرمًا بها،
"
22,snippet_same_author_diff_doc_dev_out,Hindawi_94,28493759,"سارتا تتبع الأم ابنتها حتى وصلتا قريبًا من الموردة، ثم وقفت زينب مرة واحدة وعلاها شيء من التردد رأته أمها على وجهها، فوقفت هي الأخرى، ولم تقل شيئًا. ثم مشت لما مشت ابنتها حتى الموردة، ثم انعطفتا إلى اليسار، فلما
"
22,snippet_diff_author_same_corpus_dev_out,Hindawi_48,50539692,"أجل يا سادتي، لقد كنت أقرأ له بعض الأحايين مقالات عن القطن المصري، أو العامل المصري، والتعطل المصري، فيعتريني دوار، يعتريني شيء كمن عاش في حلم فأفاق على حقيقته، فأقتطع المقال، وقد خُيِّل إليَّ أن عليه أثر العرق والتعب والدموع،
"
22,snippet_same_author_same_doc,Hindawi_94,18175075,"فالناس تختلف أحوالهم من عصر إلى عصر، ومن مصر إلى مصر، وقد تختلف في العصر الواحد والمصر الواحد باختلاف طبقاتهم وأسباب كَدِّهم وعيشهم، فإذا اختلف الأحكام في شأنهم فلا جناح في ذلك ولا عجب فيه؛ ولذلك اختلف الأئمة الأربعة مذهبًا
"
15,main,Hindawi_60,93949194,"بدوي، عبد الرحمن: دور العرب في تكوين الفكر الأوروبي، دار الآداب، بيروت، ١٩٦٥م.
البطوطي، ماهر: رواة وروائيون من الشرق والغرب، المؤسسة العربية للدراسات والنشر، بيروت، ٢٠٠١م.
بن شروين، مرزبان بن رستم: قصص الأمير مرزبان على لسان الحيوان، ترجمة يوسف عبد
"
15,snippet_same_author_same_doc,Hindawi_60,93949194,"Borges, Jorge Luis: Seven Nights, tr. Eliot Weinberger, A New Directions Book, 1984.
Bouhdiba, Abdelwahab: Sexuality in Islam, tr. from French by Alan Sheridan, Saqi Books, London, 1998.
Briffault, Robert S.: The Troubadours, translated from the French by the author,
"
15,snippet_diff_author_diff_corpus_dev_in,Gumar_20,00028,"سعاد رجعت تبكي :-وانا والله اني اتعذب يمكن اكثر منه
الماس ارتفع ضغطها :-انتم ثنيناتكم تبون سنع
سعاد :-ليه
الماس :-تحبون بعض وتكابرون سعاد انتي تحبينه
قالت بقوه :-الماس احبه اكثر من نفسي وانتي عارفه هالشي
الماس :-اثبتي له وللكل
"
15,snippet_diff_author_diff_corpus_dev_out,Gumar_169,00492,"ام سعد وهي تبتسم/أي...
نورة/وش يبي؟
ام سعد/سلامتك بيسلم علينا قبل لايسافر؟
نورة بصدمة/بيسافر؟؟وين يبيروح؟
ام سعد/ايطاليا يقول بيسافر ثلاثة اسابيع عنده مؤتمر وبعدها بيرجع هنا وبيقعد له كم يوم وبعدها بيروح دبي....
نورة بشرود/ليه؟
ام سعد/شغل بعد ليه؟
نورة/...........
"
15,snippet_same_author_diff_doc_dev_out,Hindawi_60,39308197,"ثم يعود شوقي عام ١٩١٩م إلى وطنه، الذي لقيه بعد يأسٍ فكأنه قد لقِيَ به الشبابا، ليجد الأحوال السياسية والاجتماعية وقد تغيَّرت عمَّا كانت عليه، ولم تعد له تلك المكانة الوثيقة لدى الحكام الجدد — وإن ظلَّ على صِلة بهم،
"
15,snippet_same_author_diff_doc_dev_in,Hindawi_60,38697285,"ولقد قال ديمتري نابوكوف، الابن، إنه بعد مرور عشر سنوات على وفاة أيِّ كاتب، إما أن يهويَ إلى قاع النسيان، أو أن يثبتَ في مكانه، أو يصعدَ حثيثًا إلى سمت مجمع الخالدين. ويبدو أن ما حدث الآن لنابوكوف ولوليتا، دليل
"
15,snippet_diff_author_same_corpus_dev_in,Hindawi_12,86206252,"(١٤) المقطوعتان الأخيرتان عن قصيدة «حدث في النصف الثاني من الليل» وهي المرثية التي كتبها الشاعر العربي الكبير من اليمن الدكتور عبد العزيز المقالح، ونشرت في جريدة الثورة في صنعاء.
(١٥) أقمنا — صديق العمر وأنا — في مسكنٍ واحد
"
15,snippet_diff_author_same_corpus_dev_out,Hindawi_48,50539692,"لقد وصل إليَّ، قبل أسابيع، خطاب من كاتب في الزقازيق يقول لي فيه إن ما أسميه رجعية وأحاربه في مقالاتي إنما هو الدين.
من الذي ضلل هذا المسكين سوى الرجعيين في مصر؟! بل من الذي ضلل السودانيين سوى الرجعيين في
"
35,main,Gumar_248,00311,"لنى صالح عطيني واحد منهم باخذ شي
صالح فتح الكيس وطلع لها شوكلاته بالبندق خذي
لنى طالعت فيه مين قال إنها تبغا هذي خذها لك ما ابغاها
صالح رجعها ع الكيس اجل أي وحده نفسك فيها
لنى عناد يعني عطيني
"
35,snippet_same_author_diff_doc_dev_out,Gumar_248,00669,"وديم بفرحة يا قلبي روحي انبسطي مع إني أشك إنه أحد ينبسط مع الوحوش والغيلان
ربى بكشرة ودوووووم
ضحكت يا ربي وش أسوي إذا زوجك ثقيل طينة قلت لك لا تتزوجيه بس ما رديتي عليّ
ربى بغيض المشكلة إنه حبيب
"
35,snippet_same_author_diff_doc_dev_in,Gumar_248,00668,"ارتجفت من هالذكرى ولا إراديا نزلت دموعي وأنا المس يدينه البارده بستها بألم والله كنت معي كنت جنبي بقربي وش اللي بعدنا
جهاز نبضات القلب على ما هو ما زاد ولا نقص
بكيت بانهيار تام ظنيت نفسي قويه وبقدر اتحمل
"
35,snippet_diff_author_diff_corpus_dev_in,Hindawi_107,85252495,"فسخط به الإمبراطور قائلًا: ويحك! هل انعقد لسانك؟ أليس لك منطق يُسكِت الجمع؟
– إن ظهور جلالتكم في البهو لأفصح من منطقي يا مولاي.
فذهب الإمبراطور إلى البهو ووقف في وسطه، فسكت الجمع في الحال، فقال الإمبراطور: إن جلالة الملكة
"
35,snippet_same_author_same_doc,Gumar_248,00311,"صالح الله يستر من طلباتك ايواا أي طلب
لنى ههههههههههه طيب أخذت الملعقة منه وحطت اول لقمه عادي طعمها عادي مو زي ما هي رافضته تماما
صالح هااا كيف
لنى تاكل لا بأس عادي
صالح يطالع فيها وبفمها الصغير وهي
"
35,snippet_diff_author_same_corpus_dev_out,Gumar_796,01047,"وغمزت لها:إنتي تحبي الوليد هاه..
ناظرتها ريناد بصدمه:ما أحبه..
جوارس بنص عين:لو ما تحبيه ليش بكيتي عيل هاه..
صمتت ريناد وهي تتسائل لم بكت
إبتسمت جوارس:دامك كذا قولي لأمي إنك موافقه على خطبه الوليد وبس..
ووقفت وتوجهت للخارج تاركتا ريناد
"
35,snippet_diff_author_diff_corpus_dev_out,Hindawi_37,19028174,"وهي ترد إليه ﺑ: سيدي ابن الإنسان.
والأغرب في الأمر، في النوم، أنهم جميعًا حلموا حلمًا واحدًا، حلمًا شاسعًا وكبيرًا، كان الموكب العظيم ينطلق من المغارة ذاتها، تتقدمه المرايم والنساء الكثيرات اللائي قدمن من نيالا وكاس وزالنجي مؤمنات ومحبات، كان
"
35,snippet_diff_author_same_corpus_dev_in,Gumar_230,00336,"مشاااعل: هههههههه تبين أبوووك رووحي له ..
جرااح:هاتيهاا عنك يكفي عواااد .((مشااعل ولدت بتووم وسمت الولد على اسم ابوهاا والبنت سماها جرااح))
مشااعل بخجل: فدديتك ...
غــيــث ومعه ضااري الي بدا تووه يمششي ويطيح ويتجهون لمهند:مـــهــنــد قووووووووووم ألعب معنا .
"
6,main,Hindawi_21,62618150,"ويتساءل خبير من السويد: ما معنى «مَنْ ملكت اليمين»؟
ويرد الخبير الباكستاني: يعني الجواري والعبيد من النساء.
ويصيح الخبير السويدي: هل لا يزال عندكم عبيد؟ ألم يتم تحرير العبيد منذ القرن الماضي؟
ويرد خبير من فرنسا: أتعرفون السبب الأساسي للانفجار
"
6,snippet_diff_author_diff_corpus_dev_in,Gumar_435,00656,"مدى:طفشت من هالاغاني انا ما يروق مزاجي الا موضي الشمراني
اسير:هههههههههههه هجل شكل الليله طرب على الاخر
مدى:افا عليك انا مدى والاجر على الله
اسير وهي تشوف ام راكان:شوفي ام اركان تطالعك
مدى بدون ماتلتف:عارفه
اسير:هههههههه مو وافقتي وخلصنا
مدى
"
6,snippet_same_author_diff_doc_dev_out,Hindawi_21,49386150,"– وإيه أخبار فؤادة؟
– فؤادة في الخيمة.
– فكرت أزورها لكن خفت يضربوني بالطوب.
– ليه يضربوكي؟
– إنت عارف ليه؟
– عشان غيرت أقوالك يا كوكب؟
– أيوه.
– كلنا بنغلط، المهم عدم الاستمرار في الخطأ.
– جلال
"
6,snippet_diff_author_diff_corpus_dev_out,Gumar_230,00292,"طلع الدكتور وتلرك وراه اسره محطمه كليأ.
من الصدمه بدت تضرب راسها بالجداار وتصارخ وتبكي.: كان معاذ اقرب واحد لها وسحبها لحضنه مايدري شلوون تجرأ بس هو بموقف مجبر يهديهم..
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
• بعد مرور شهر *
كانوا جالسين بالحديقه للقصر.
"
6,snippet_same_author_diff_doc_dev_in,Hindawi_21,80681963,"وكانت اللجنة قد سبق لها التقدم بمشروع من ثلاثة بنود:
(١)
تقديم الرجالِ للمحاكمة في حالةِ ثبوت الخيانة الزوجية.
(٢)
لا يحقُّ للزوج معاشرة زوجتِه جنسيًّا بالقوة والعنف في أي وقت.
(٣)
يحقُّ للأم أن تعطي اسمها لطفلِها غير المعروف
"
6,snippet_same_author_same_doc,Hindawi_21,62618150,"وانتهت آن من قصة جوريه، وتركنا القلعة وهبطنا إلى بيت العبيد الذي أصبح متحفًا الآن.
الدور العلوي من البيت كان مخصصًا لتجار العبيد، الدور الأرضي مقسم إلى غرف: غرفة الوزن حيث كانوا يضعون العبد فوق الميزان كما توزن الماشية، إذا
"
6,snippet_diff_author_same_corpus_dev_in,Hindawi_105,81902572,"يا ليلة بيضة يا نهار سلطاني: تعبير يقال عند الفرح والسرور، والنهار المشرق الجميل يسمى نهار سلطاني، والسكة الواسعة الممتدة تسمى سكة سلطاني.
يَامَا: يستعملونها بمعنى كثير، فيقولون: ياما رأيت؛ أي رأيت كثيرًا، وياما قلت؛ أي قلت كثيرًا، وأحيانًا يستعملون
"
6,snippet_diff_author_same_corpus_dev_out,Hindawi_73,85938393,"وأخيرًا بلغنا سهلًا فسيحًا أمام «الكرنك»، وسِرْنا مسافة في ظل أشجار الليمون، حتى خرجنا من تحتها، ووقفنا مع آلاف الموتى من أمثالنا، وكان القضاة خمسة وقد جلسوا صفًّا واحدًا، فأسرَّ إليَّ صاحبي أن تعالَ نشهد الرواية من أولها، وجذبني وزاحم
"
14,main,Hindawi_56,82646393,"بين الأستاذ سامي الذي يُنكر السعادة، وصديقي عوني الذي يرى كل السعادة في حذف رأس المال ومحو الفروق بين المراتب، أقف أنا قائلًا بأن هناك سعادة ممكنة؛ فقد سعدتُ في حياتي أيامًّا وأسابيع، وكل الناس عرفوا طعم السعادة وطعم الشقاء.
"
14,snippet_diff_author_diff_corpus_dev_out,Gumar_230,00292,"نزززلت دموعهااااا وماقدرت تمسكهم اكثر و تبكي
والكل صاار بأزمه بكااء حاده ......
زعل من قلبه على الي صاار وفجئه تذكر.!!
غديررررر
تركهاا عند الدكتور المصري ..
هررع اليها مسرعأ ..
فتح بااب الغرفه عليها ظل سااعه يتأمل شكلها الملاااااك.
"
14,snippet_same_author_diff_doc_dev_in,Hindawi_56,97415804,"(٢) السؤال: إذا تزوج مسلم أجنبية مسيحية، فهل يحسن أن تعيش بدينها وعاداتها، أم يرغمها زوجها على تغييرها بالدين الإسلامي والعادات الشرقية وأخصها الحجاب؟
الجواب: لا أستحسن الإرغام مطلقًا، لا سيما فيما يتعلق بالدين، ولا بد أن ينظم الزوجان علاقتهما وفقًا لمزاجيهما
"
14,snippet_diff_author_same_corpus_dev_in,Hindawi_32,61379142,"ولقد ذكرها العسكري في كتابه «الصناعتين» على أنها «من قولهم»، أي: العرب أو المولَّدين؛ ونقلها الرازي في تفسيره، فقال: إن للعرب في هذا المعنى كلمات منها: «قتلُ البعض إحياء للجميع.» وأحسنها: «القتل أنفى للقتل.» وكذلك جاء بها ابن الأثير في
"
14,snippet_same_author_same_doc,Hindawi_56,82646393,"هذه حرمانات قليلة من حرمانات عديدة خرساء لا اسم لها. ولقد قال بركليس زعيم الديمقراطية اليونانية: «عندنا لا يخجل أحد بفقره، وإنما يخجل إذا هو لم يكافح الفقر بالنشاط والعمل.» فإذا تيسَّرت معالجة الفقر — ولو معالجة نسبية — بالنشاط
"
14,snippet_same_author_diff_doc_dev_out,Hindawi_56,51305974,"شفيق (مقاطعًا بأدب): وهل من شروط الخليقة أن تسهر
(مفخِّمًا اللفظة)
الخلائق في تياترو أو في سينما؟
متاتياس (دون أن يلتفت لمقاطعته): … أو معنا نحن أهلك؛ فإنك تذهب إلى مجتمعات الدعوى، والكلام الفارغ، والعقول المرقَّعة التي تسميها أندية الأدب
"
14,snippet_diff_author_diff_corpus_dev_in,Gumar_214,01185,"صار قلبها يدق بـ قوة .. تحس إن ودها توقف الزمــن .. وما تيي اللحظـة إلي تكون هي وأحمد في مكان واحد تحت سقف واحد .. بروحــهم ..
حست بيده تعانق يدها الناعمـة .. سحبت يدها عنه بكل هدوء وقامت
"
14,snippet_diff_author_same_corpus_dev_out,Hindawi_34,69242916,"قال الملك المعز مُحنقًا: ثمَّ ماذا يا شيخ؟
– ثم يكون ما تراه يا مولاي.
– فقد رأيتُ عَزْلكَ من قضاءِ مصر يا بدر الدين، فليس لك منذ اليوم رأيٌ ولا نصيحة!
١ قطز: مملوكٌ من مماليك أيبك، وكان في تلك
"
7,main,Hindawi_22,16416838,"فقلت له وقلبي يسيل عطفًا: لا تحزن يا صديقي، فسوف يمحو الله شقاوتك وحرمانك وطردك.
فهز رأسه في شكٍّ وقال: هيهات يا دكتور. ليتني مت في الموقعة.
ولم أشأ أن أطيل معه المناقشة ونحن هناك على الطريق، كما أني لم
"
7,snippet_same_author_diff_doc_dev_in,Hindawi_22,16419535,"ودخلنا في مناقشة طويلة بعد ذلك عندما ذكرت له تنازع أفكاري بين إجابة رغبة منى وبين تلبية نداء المعركة التي تُناديني.
فما كاد عبد الحميد يسمع كلمتي حتى انفجر ضاحكًا وقال: لا تكن أحمق بهذا القدر، تستطيع أن تكتب ما
"
7,snippet_same_author_diff_doc_dev_out,Hindawi_22,60929519,"فلما مضى ذلك اليوم واضمحلت تلك السورة عادت إليه الشكوك وكاد يلوم نفسه على أنه فرط في حق نفسه وفي حقها مرة ثانية، فساعد على إعادتها إلى ذلك الزوج الذي لا يستحقها.
ولكنه منذ عاد صدقي ورأى كيف عاد البِشْر
"
7,snippet_same_author_same_doc,Hindawi_22,16416838,"وقلت له يومًا على سبيل المزاح: إن مرسمك هذا يذكرني بهياكل الجثث في المتحف.
فاتسعت ابتسامته وأجاب قائلًا: لأنك لا ترى الأرواح التي ترفرف فوقها.
وكنت في يوم من الأيام عنده وهو يرسم إحدى لوحاته، وكانت تشبه لوحاته الأخرى في
"
7,snippet_diff_author_diff_corpus_dev_out,Gumar_44,00570,"كان حامل معه اكياس كثيييره .. اللي استغربت منها مضاوي ....
طرق الباب طرقه خفيفه .. وما سمع اي نداء منها او استجابه ..
فهد للمره الثانيه يطرق الباب : وبعدها دخل بشويش ..
لقاء الغرفه شبه مضلمه الا نور
"
7,snippet_diff_author_diff_corpus_dev_in,Gumar_230,00498,"(..بدور ..)
انا في بدايه عند عاايشه عند ابو ساامي وشفت الظيم منهم وبعدها جيت عند اهلي والحمدالله عشت معاهم حيااة الله يعلم كيف انبسطت فيها موته ابوي هزنتي وفقدته كثير من بعد مااتوفى.. بعد خمس سنوات من وفاة ابويا
"
7,snippet_diff_author_same_corpus_dev_out,Hindawi_56,51305974,"شفيق (مقاطعًا بأدب): وهل من شروط الخليقة أن تسهر
(مفخِّمًا اللفظة)
الخلائق في تياترو أو في سينما؟
متاتياس (دون أن يلتفت لمقاطعته): … أو معنا نحن أهلك؛ فإنك تذهب إلى مجتمعات الدعوى، والكلام الفارغ، والعقول المرقَّعة التي تسميها أندية الأدب
"
7,snippet_diff_author_same_corpus_dev_in,Hindawi_160,94207318,"(٣٠)
وجدتُ مثالًا للغرائبية التي تنشأ عن وصف حدثٍ ما أو شخصٍ ما، واقعيَّين، دون تحديد المكان والزمان الواقعيَّين، في هذه السطور للفنان حسن فؤاد عن تجربة مشاركته في تمثيل وإخراج مسرحية صلاح حافظ التي قُدِّمَت على مسرح سجن الواحات
"
18,main,Hindawi_73,91637469,"فأقول: «ملوخية؟ لقد طرحت هنا حب فجل فكيف تخرج الأرض ملوخية؟»
فتقول: «كلا، هذه ملوخية وقد بلغ نبتها المدى، فاختضرها١ وإلا فسدت».
فأقطع ورقة وأمضغها فأجد طعم الملوخية ولا أجد طعم الفجل، وكنت أهمل أن أكتب أسماء البذور على الورق
"
18,snippet_diff_author_same_corpus_dev_out,Hindawi_105,59616186,"وهذا التغير المستمر في الشخصيات هو الذي أبقى على أمل المصلحين في إصلاح الناس، وباعد بينهم وبين اليأس.
•••
وكل شيء يواجه الإنسان في حياته يؤثر في شخصيته أثرًا صالحًا أو سيئًا؛ فالغنى بعد الفقر، والفقر بعد الغنى، واليأس بعد
"
18,snippet_diff_author_diff_corpus_dev_out,Gumar_12,00016,"فواز: شكلي بروح لبدور الحين..
ماجد: على طول مشا الله..
فواز: امزح معك بخليها بكره..
ماجد حط ايده على كتف فواز: ترى مو لازم تتغير اهم شي سعادتها اوكي..
فواز: وانت صادق...
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&& &&&&&&&&
مشاري: اقول عيال خلونا نطلع مع
"
18,snippet_diff_author_diff_corpus_dev_in,Gumar_69,00091,"قلت له اني بروح عند اهلي
منى :واو وناسه اجل بكره ماني رايحة المدرسه
دانه :ليه
منى :ابي نسهر اليوم لحد الصبح مثل ايام قبل
دانه ""ااااااااااه ياليتني ارجع بنت بلاهموم ياليتني ارجع مثل ماكنت "":فكره حلوة
منى :الا وين
"
18,snippet_same_author_diff_doc_dev_in,Hindawi_73,13572470,"ورأت صرامة نظرته وتجهم وجهه، فتحجرت الأبتسامة — لم تغض بل صارت رسمًا تنقصه الألوان والمعنى — ولم يكن هذا عهدها به إلا حين يكربه هم ثقيل. فقلقت، وارتدت عينها إلى الورقات المتجاورة فنحتها بكلتا يديها، واتكأت بكوعها على المنضدة
"
18,snippet_diff_author_same_corpus_dev_in,Hindawi_60,93949194,"Tales From The Thousand And One Nights, tr. N. J. Dawood, Penguin Books, 1973.
Les Mille Et Une Nuits, tr. Antoine Galland, G. F. Flammarion, Paris, 1965, 3 Vol.
Le Livre De Les Mille Et Une Nuits, tr. J. C.
"
18,snippet_same_author_same_doc,Hindawi_73,91637469,"قالت، وهي مطرقة: «نعم. والآن أستودعك الله!»
فتعلقت بها فلم يجدني ذلك وقالت: «أنا بنت الصحراء، وأنت ابن المدينة.. لست لي، ولست لك … وقد تركت لك الحديقة … لتذكرني بها».
وكان هذا آخر عهدي بها …
ولكني لم أطق
"
18,snippet_same_author_diff_doc_dev_out,Hindawi_73,85938393,"•••
فسارعت باسمة وإن ظلت عيناها زائغتين، وحطَّت على كتفها وهي سائرة حمامةٌ بيضاء فأمالت إليها خدها.
وقال صاحبي: «جاروا للمرة الثانية، والحمامة شاهدي.»
ونُودي الثالث، وكان إلى جانبي. فرفعتُ إليه عيني وعجبت كيف يكون صاحب مثل هذا الوجه شريرًا؟
"
31,main,Gumar_69,00091,"قلت له اني بروح عند اهلي
منى :واو وناسه اجل بكره ماني رايحة المدرسه
دانه :ليه
منى :ابي نسهر اليوم لحد الصبح مثل ايام قبل
دانه ""ااااااااااه ياليتني ارجع بنت بلاهموم ياليتني ارجع مثل ماكنت "":فكره حلوة
منى :الا وين
"
31,snippet_same_author_diff_doc_dev_out,Gumar_69,00937,"ضمه محمد لكن مو هذا الحضن اللي تعود عليه.... مو حضن عبد الله اللي ريحته عود وفيه حنان الأب اللي شاله من الشارع والبرد.... ورباه عنده ومات وهو يعتبره ولده....
أبو أحمد مبسوط.... حط يده بكتف ولده وقال: يللا يا
"
31,snippet_diff_author_same_corpus_dev_out,Gumar_796,01047,"تنهد الهجرس وهو يناظر أصحابه ببتسامه ألم:نشوف إيش بيصير......
بع ـد أشـهر
:رائـــــد..
إلتفت لها سريعا:ويش فيك..
أمسكت بطنها:بطني..
أرتبك رائد وركض لأمه فهو لا يعلم ما سيفعل:مـــــاه تعالي..
طلعت أمه :ويش فيه..
راد بقلق:حسناء تقول بطنها..
أم رائد بسرعه:لبسها
"
31,snippet_diff_author_diff_corpus_dev_out,Hindawi_48,50539692,"ففي عدد أغسطس من ١٩٥٤ من مجلة «الرسالة الجديدة» يجد القارئ بضع صفحات كتبت عني جاء فيها:
في العدد الماضي من الرسالة، قال الأستاذ سلامة موسى: «إنه لا يوجد بين أدباء مصر، أديب واحد يستحق أن يحمل التاريخ آثاره إلى
"
31,snippet_same_author_same_doc,Gumar_69,00091,"ام وهذا ربي عقابني وانحرمت من ولدي الي لحد الحين مو راضي يصحى ااااااااااااااااه انا غبي غبي
واستهل بس دانه دانه البنت البريئه ماتستاهل اخذتها ورده توها تتفتح للعالم وخليتها ورده ذابله
ماحمدت ربي على النعمه الي عطاني اياها وماقدرت
"
31,snippet_diff_author_diff_corpus_dev_in,Hindawi_71,42702649,"أما «جاكلين» فتدهش لأن صاحبها يستشيرها في مثل هذا الأمر، وهي لا تكاد تعرفه، ولكنه قد أنس إليها حين رآها في المرة الأولى ورأى منها صراحة ونصحًا وإخلاصًا، فطمع في أن يستشيرها واطمأن إلى رأيها. وهي لا تدري بم تشير
"
31,snippet_same_author_diff_doc_dev_in,Gumar_69,00763,"ماهر: هههههههه أخبارنا قديمه
ديمه: ههههه صادق ماهر شكلنا غبرنا... إلا يبه هذي جديده حبيب قلبي مهند
أم ديمه: فديته مهند هو اللي قايم فينا وأغراض البيت هو اللي يجيبها
ديمه: مهند ولد خالتي!!
أم ديمه: ايوه ذاكـ اليوم قال
"
31,snippet_diff_author_same_corpus_dev_in,Gumar_248,00311,"كاريس استغربت معقد حواجبه
محمد ابتسم كاريس عندي سؤال خاص من اول نفسي أسألك ياه
كاريس ابتسمت تفضل
محمد ابتسم اسمك مسيحي وأنتي مسلمه
كاريس نزلت عيونها على يدها بتوتر وهي جالسة قدامه عيشتي بأميركا حكمت علي هالشي مع انو
"
38,main,Gumar_483,01158,"رفعت راسها له وهو بعده على بعد خطواات منها واتسعت اعيونها للي شافته واول ما رفع حواجبه ابتسمت ابتسااامه ذوبت كل شي فيييه نزلت راسها تحت وهو يتقدم ناحيتها بابتسامه وقلبه ايرفرف
الي خلا نور تبتسم اهو شوفتها للحيه الي
"
